능력단위코드,능력단위명,정의,대분류,중분류,소분류,세분류,지식,기술,태도,검색키워드
0803020917,스마트문화앱콘텐츠 기획,스마트문화앱콘텐츠 기획이란 스마트문화앱 콘텐츠를 제작하기 위하여 시장 동향을 조사하고 분석하여 비즈니스모델을 작성하며 이를 바탕으로 프로젝트기획서를 작성하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,스마트문화앱콘텐츠제작,,,,데이터 분석
0301040204,계량모형분석,계량모형분석은 투자판단에 도움을 주는 모형을 개발하고 시장패턴과 민감도를 분석하는 능력이다.,금융·보험,금융,자산운용,주식·채권운용,금융수학 | 민감도 분석 기법 | 스타일투자,VBA 활용 능력 | VBA 활용 능력 | VBA 활용 능력,객관적 분석 태도 | 객관적 분석 태도 | 객관적 분석 태도,데이터 분석
1902030102,전자제품 고객서비스 이력분석,"전자제품 고객서비스 이력분석이란 과거의 데이터를 바탕으로 고객요구사항 처리절차와 요인을 분석하고, 고객서비스 사례를 수집, 공유함으로써개선된 서비스를 고객에게 제공하는 능력이다.",전기·전자,전자기기일반,전자제품고객지원,전자제품설치·정비,고객요구사항 처리절차에 대한 지식 | 고장유형에 대한 지식 | 관련업종의 고객서비스 사례에 대한 지식,고객불만 분류기준 설정 능력 | 고객요구사항별 처리절차 이해 능력 | 고장원인 분류기준 설정 능력,다양한 사례를 수집하려는 자세 | 다양한 처리절차 방법에 따른 특성을 이해하려는 자세 | 새로운 지식을 공유하려는 자세,데이터 분석
0803020509,게임 서비스 운영,"게임서비스운영이란 게임의 원활한 서비스를 위하여 사용자를 관리하고,커뮤니티를 모니터링하며, 게임 콘텐츠를 관리․운영하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,게임콘텐츠제작,DBMS 지식 | 개인정보보호법 | 개인정보보호법,고객응대 방법 | 고객응대 방법 | 네트워크 구성 기술,개인정보를 보호하려는 적극적인 노력 | 개인정보를 보호하려는 적극적인 노력 | 개인정보보호의 중요성 인식,데이터 분석
0301050303,리스크 평가,리스크 평가란 평가방법론을 선정하고 평가모형을 개발한 후 평가 시스템을 이용하여 측정 대상의 리스크를 평가하고 그 결과를 검증하는 능력이다.,금융·보험,금융,금융영업지원,리스크관리,감독규정 | 감독규정 | 개인신용평가기관(CB:Credit Bureau)정보,기업분석 능력 | 기업분석 능력 | 기업분석 능력,다양한 가능성을 고려할 수 있는 종합적인 판단력 | 다양한 가능성을 고려할 수 있는 종합적인 판단력 | 다양한 가능성을 고려할 수 있는 종합적인 판단력,데이터 분석
0803030501,게임콘텐츠 유통분석,"게임 콘텐츠 유통분석 이란 변화하고 다양한 게임유통 시장에 대응하기위하여 게임이 유통되는 구조와 기기, 유통결과에 대해 분석하여 게임유통에 필요한 분석보고서 작성 할 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠유통·서비스,게임콘텐츠유통·서비스,게임 유통 문화에 대한 전반적인 지식 | 게임 콘텐츠 유통시장의 미래를 예측하는 지식 | 게임 콘텐츠 유통시장의 변화하는 동향을 파악하는 업무 지식,DB 조사 분석 능력 | 유의미한 자료 객관적 도출 능력 | 자료 수집 능력,광범위한 유통 결과 자료수집에 필요한 적극적인 태도 | 논리적 자세와 통찰력 | 분석결과를 적극적으로 개선 현장에 적용하고자하는 의지,데이터 분석
0803030509,게임콘텐츠 유통서비스결과평가,"게임 콘텐츠 유통서비스결과 평가란 서비스 향상을 위하여 게임 콘텐츠의유통서비스, 인증등록결과, 유통서비스계약결과를 종합적으로 평가하고 개선하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠유통·서비스,게임콘텐츠유통·서비스,데이터 수집 분석에 관한 지식 | 데이터 수집 분석에 관한 지식 | 데이터 수집관련 이해,구조분석결과 문서 작성 능력 | 분석결과 보고서 작성 능력 | 분석결과 보고서 작성 능력,객관적인 자료 분석 자세 | 객관적인 자료 분석 자세 | 객관적인 자료 분석 자세,데이터 분석
2001020411,데이터 전환 설계,"데이터 전환설계란 원천의 데이터베이스, 파일, 문서로부터 목적 데이터베이스 구축에 필요한 데이터를 추출하고 목적 시스템의 데이터 모델에 적합하게 변환, 정제하기 위한 계획을 수립하고 설계하는 능력이다.",정보통신,정보기술,정보기술개발,DB엔지니어링,"DBMS 사용 방법 | E-R 다이어그램 작성 방법 | ETL(Extraction, Transformation, Loading) 도구 사용 방법",SQL 작성 능력 | 데이터 전환 도구 사용 기술 | 데이터 전환 도구 사용 기술,기술적 / 비기술적 제약사항에 대한 극복 노력 | 다양한 기술적 대안을 탐구하는 자세 | 다양한 이해관계자들의 요구사항을 적극적으로 수집하고 조율하는 태도,데이터 분석
2002030904,무선초고속인터넷서비스 마케팅,"무선초고속인터넷서비스 마케팅은 통신서비스를 위하여 마케팅 시장 조사, 실행전략 수립, 서비스의 촉진 정책 수립, 제품공급 정책 수립, 가격정책수립, 서비스 유통을 수행하는 능력이다.",정보통신,통신기술,통신서비스,무선초고속인터넷서비스,가격 정책 수립할 수 있는 지식 | 계층별 고객의 요구사항과 트렌드 | 무선인터넷 서비스 상품별 특장점,마케팅 기술 | 부가서비스에 대한 가격 정책 수립 기술 | 서비스 촉진에 필요한 정보 분석 기술,객관적인 정보 분석 태도 | 경쟁적인 우위의 가격정책 수립에 대한 의지 | 고객가치를 우선 생각하는 태도,데이터 분석
1204040408,대안적 정보 생성,"대안적 정보 생성이란 제안된 정보들에 대한 분석, 평가 과정을 통해 논리적, 객관적으로 정제된 정보를 재생산하는 능력이다.",이용·숙박·여행·오락·스포츠,스포츠,스포츠마케팅,스포츠정보관리,관찰방법 | 다양한 평가 방법 | 문제도출과 관련된 지식,BSC(Balanced Score Card)를 활용한 응용 능력 | 격자구조(Matrix) 의사결정 기술 | 데이터베이스 분석 기술,성공적 실행을 위한 능동적인 자세와 최선을 다하는 태도 | 제안된 대안에 대한 세부적 특성과 그 내용들을 파악하려는 태도 | 창의적 대안을 제안하려는 태도,데이터 분석
0301020304,연금상품 판매인프라 구축,연금상품 판매인프라 구축이란 연금상품의 서비스 컨텐츠를 개발하고 관련 전산시스템을 구축하며 판매채널을 교육하는 능력이다.,금융·보험,금융,금융상품개발,연금상품개발,근로자퇴직급여보장법 | 근로자퇴직급여보장법 | 근로자퇴직급여보장법,교육효과 분석을 위한 설문지 작성 능력 | 동영상 자료 제작 능력 | 스프레드시트 프로그램 활용 능력,개선된 컨텐츠를 계속적으로 개발하려는 의지 | 경쟁사의 장점을 받아들일 수 있는 유연한 태도 | 고객 요구 사항을 경청하는 태도,데이터 분석
1901090310,철도전력 보호계통 유지보수,철도전력 보호계통 유지보수란 전기철도 급전계통 보호설비 데이터 세팅및 보호설비 데이터관리를 수행하는 능력이다.,전기·전자,전기,전기철도,전기철도시설물유지보수,고ㆍ저압기기 작동 시 회로불량 검출 | 고ㆍ저압기기 작동 시 회로불량 검출 | 고ㆍ저압기기 작동 시 회로불량 검출,관련 공구 및 장비 사용기술 | 관련 공구 및 장비 사용기술 | 관련 유지보수용 점검장비 및 계측기 사용기술,법규 및 기술기준 준수 | 법규 및 기술기준 준수 | 법규 및 기술기준 준수,데이터 분석
1901120108,전력관리장치 설계,전력관리장치 설계란 전기저장장치에서 전력관리장치가 갖추어야 할 사양과 기능을 개발하기 위하여 하드웨어와 소프트웨어를 설계하는 능력이다.,전기·전자,전기,전기저장장치,전기저장장치개발,,,,데이터 분석
1506010208,자동차 조종안정성 시험평가,"자동차 조종안정성 시험평가란 차량기초인자측정, 조종계특성시험, 타이어시험, 차량승차감시험, 실차조종안정성시험을 수행하여 차량의 주행안정성이 설계 요구조건을 만족하는지를 평가하고 개선하는 능력이다.",기계,자동차,자동차설계,자동차시험평가,"ISO, KS등 사양지별 시험기준 및 평가기준 | ISO, KS등 사양지별 시험기준 및 평가기준 | ISO, KS등 사양지별 시험기준 및 평가기준",Basic Ride(0~5Hz) 승차감시험 기술 | Choppy Ride(5-30Hz) 승차감시험 기술 | 4축 차량가진 유압장비의 원리와 작동법,시험계획에 따라 일정을 지키고자 하는 책임감 | 시험과정에서 안전수칙을 철저히 지키고자 하는 태도 | 시험과정에서 안전수칙을 철저히 지키고자 하는 태도,데이터 분석
2202010501,금속공예 제품상담,금속공예 제품상담은 주문자요구에 맞게 재료와 견적을 산출하고 계약을체결하는 능력이다.,인쇄·목재·가구·공예,공예,공예,금속공예,계약서 작성법 | 고객응대 메뉴얼 | 공예품의 종류칠보마무리작업하기,견적서를 작성하는 기술 | 계약서를 작성하는 기술 | 고객상담 기술,계약서를 신중하게 검토하고 합리적인 계약을 하려는 태도 | 계약의 분쟁예방을 위한 신중한 태도 | 계약의 분쟁예방을 위한 신중한 태도,데이터 분석
0801010410,문헌정보 서비스 마케팅,"문헌정보 서비스 마케팅이란 문헌정보 및 관련 기관의 이용과 활용을 증진하기 위한 홍보 마케팅 전략을 수립하고 실행, 평가할 수 있는 능력이다.",문화·예술·디자인·방송,문화·예술,문화예술경영,문헌정보관리,독서문화 프로그램에 대한 지식 | 마케팅 이론과 실무에 대한 기본적 지식 | 문헌정보 관리에 대한 지식,데이터 분석 능력 | 마케팅 기획 능력 | 마케팅관련 정보기술 활용 능력,봉사하는 태도 | 봉사하는 태도 | 봉사하는 태도,데이터 분석
0201030305,자료처리,"자료처리란 자료분석 작업을 위해 수집된 자료를 부호화하여 입력하고,빈도표 작성을 통해 자료를 정제하여 최종 원시자료를 생성하는 능력이다.",경영·회계·사무,기획사무,마케팅,통계조사,데이터베이스의 구조 | 무응답 처리 방법 | 무응답 처리 방법,개방형 응답 범주화 능력 | 데이터베이스 활용 능력 | 부호화 지침서 작성 능력,대량의 데이터를 신속히 입력하고자하는 태도 | 데이터를 정확히 입력하고자하는 태도 | 상호 독립적이고 전체적으로 빠짐이 없이 범주화하려는 태도,데이터 분석
1509010103,항공기 조종안정성해석,"항공기 조종안정성해석이란 항공기가 적절한 조종안정 특성을 가질 수 있도록 외형 설계 및 비행제어법칙 설계를 지원하고, 계산과 풍동시험을 통해 공력데이터를 획득, 시뮬레이션 모델을 구축하여 유관그룹에 필요한조종안정성 해석자료를 생성하는 능력이다.",기계,항공기제작,항공기설계,항공기기체설계,공기역학 및 항공기 성능에 대한 이해 | 공기역학 및 항공기 성능에 대한 이해 | 비행동역학 및 시뮬레이션에 대한 이해,공력·조종안정성 컴퓨터 해석 소프트웨어 사용 능력 | 데이터관리 소프트웨어사용 능력 (데이터 생성·처리·분석 | 데이터관리 프로그램 사용 능력(데이터 생성·처리·분석),개발 결과에 대한 책임 있는 자세 | 공학적 문제에 대한 합리적·분석적 접근 태도 | 공학적 문제에 대한 합리적·분석적 접근 태도,데이터 분석
0301050308,위기상황 분석,위기상황 분석이란 분석모형을 설계하여 민감도분석과 시나리오 분석을정기적으로 실시하고 위기상황 대응계획을 수립·이행하는 능력이다.,금융·보험,금융,금융영업지원,리스크관리,BIS(국제결제은행) 리스크관리 기준 | 감독기관 위기상황분석 가이드라인 | 감독기관 위기상황분석 가이드라인,결합확률분포 산출 기술 | 경제통계 데이터 검색 기술 | 리스크 관련 통계자료 해석 기술,모형설계에 필요한 창의적 태도 | 분석결과를 주도면밀하게 검증하려는 노력 | 분석결과의 정확한 검증을 위한 주도면밀함,데이터 분석
2002031806,디지털비지니스지원서비스 환경 분석,"디지털비즈니스지원서비스 환경분석이란 고객의 비지니스를 효율적으로지원하기 위해 디지털 서비스 환경에 대한 자료를 수집, 조사, 분석하는능력이다.",정보통신,통신기술,통신서비스,디지털비즈니스지원서비스,"디지털 관련 소비자 조사 및 분석 | 디지털 산업 특성 | 디지털비지니스지원서비스, 미디어 및 플랫폼 트렌드",각 미디어 플랫폼의 비교분석 분석 능력 | 디지털 비지니스 서비스 시장 자료의 수집 및 조사 능력 | 디지털 비지니스 서비스 시장 특성의 이해 및 분석 능력,기술적 과정을 이해하려는 적극적인 태도 | 디지털비지니스지원서비스 기술에 대한 구체적인 이해를 유지하는 태도 | 디지털비지니스지원서비스에 대한 거시적인 이해를 유지하는 태도,데이터 분석
0803030310,음악콘텐츠 서비스 기획운영,"음악콘텐츠 서비스 기획운영이란 음악콘텐츠를 감상하고 판매하는 서비스를 안정적이고 지속적으로 유지하기위해 운영, 개선, 분석, 관리하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠유통·서비스,음악콘텐츠유통·서비스,관계법령에 대한 지식 | 상품기획을 위한 전략적 지식 | 서비스 구조 및 상품 구성에 대한 기본 지식,관계 법령에 대한 적용 능력 | 논리적 정보 관리 능력 | 상품 매출구조 기획에 대한 능력,객관적인 분석 자세 | 관계 법령을 준수하려는 자세 | 새로운 기술 동향 파악을 위한 성실한 태도,데이터 분석
2001010302,정보기술 환경분석,"정보기술 환경분석은 대상 정보화시스템 구축에 필요한 정보화 데이터,정보기술 아키텍처, 정보기술 동향, 정보기술 관리체계를 조사·분석하고현행 정보기술 개선점을 도출하여 정보기술 환경분석 보고서를 작성하는능력이다.",정보통신,정보기술,정보기술전략·계획,정보기술기획,ISMS-P(Personal information & Information Security ManagementSystem) | IT 정책 동향 | IT 정책 동향,"개발전략 로드맵 설계 | 그래픽 서비스 | 네트워크, 통신, 분산시스템 및 관리기술, 분산처리 기술, 객체 기술",각종 법규에 대한 부합 여부를 확인하려는 의지 | 다양한 사용자 요구를 적극적으로 수용하는 태도 | 다양한 사용자 요구를 적극적으로 수용하는 태도,데이터 분석
0204020114,지속적개선활동,"지속적개선활동이란 향상된 품질 수준을 유지하기 위해 고객 불만 파악,시정 조치, 재발방지 관리업무를 수행하는 능력이다.",경영·회계·사무,생산·품질관리,품질관리,QM/QC관리,"TQM, 6시그마, PDCA, LEAN 등 각종 품질혁신 활동 기법 | TQM, 6시그마, PDCA, LEAN 등 각종 품질혁신 활동 기법 | 고객 불만 처리 절차에 대한 지식",개선계획수립 및 개선결과 보고서 작성 능력 | 고객 불만 대응 기술 | 데이터 분석 및 실적 관리 능력,고객요구 충족시키고자 하는 성실한 태도 | 불안전요소를 파악하기 위해 생산공정을 주시하는 태도 | 불안전요소를 파악하기 위해 생산공정을 주시하는 태도,데이터 분석
0302020407,평가기준 개선,"평가기준 개선은 사업 환경 변화를 반영하기 위하여 위험평가데이터 관리, 사고사례 분석, 우수사례(Best Practice) 수집, 평가기준을 업데이트하는 능력이다.",금융·보험,보험,보험영업·계약,위험관리,"공정위험 | 국내외 기준(KFPA, FM, NFPA 등) | 방호설비","NLE, EML, PML 산정 능력 | 문제해결 능력 | 분석 능력",객관적 사고 유지 | 객관적 사고 유지 | 객관적 사고 유지,데이터 분석
2001010805,핀테크 플랫폼 기획,"핀테크 플랫폼 기획이란 핀테크 비즈니스를 수행하기 위한 플랫폼 목표를수립하고 플랫폼 시장과 요구사항을 파악하여, 운영 계획을 수립하는 능력이다.",정보통신,정보기술,정보기술전략·계획,핀테크기술기획,경영전략 이론 | 빅데이터 개념 | 빅데이터 개념,SWOT 분석 기술 | 간트(GANT) 차트 기법 | 고객 만족도 조사기법,객관적 업무 추진 태도 | 객관적 업무 추진 태도 | 객관적 업무 추진 태도,데이터 분석
0301040207,채권가치평가,"채권가치평가는 정책금리를 분석하고, 기간스프레드, 신용스프레드 등을활용하여 개별 채권 종목을 분석하는 능력이다.",금융·보험,금융,자산운용,주식·채권운용,개별 채권의 발행정보 | 기간 구조 이론 | 넬슨-시겔(Nelson-Siegel) 모델과 같은 수익률 곡선 모형,VBA 활용 능력 | VBA 활용 능력 | VBA 활용 능력,세심한 자료 정리 태도 | 세심한 자료 정리 태도 | 세심한 자료 정리 태도,데이터 분석
1705020201,바이오화학제품 생산관리,"바이오화학제품 생산관리란 바이오플라스틱 생산을 효율적으로 수행하기위하여 생산일정 수립, 생산량 결정, 공정별 작업지시 등 생산계획을 수립하고 관리하는 능력이다.",화학·바이오,바이오,바이오화학,바이오플라스틱제품제조,공정별 생산용량 | 공정별 생산용량 | 생산 설비제원 특성,"공정별 생산설비 선정기술 | 데이터 분석, 처리능력 | 생산계획서 작성능력",객관적 자료 확보를 위한 노력 | 객관적 자료확보를 위한 노력 | 고객과의 원활한 커뮤니케이션을 위한 의지,데이터 분석
0301050305,자산 건전성 관리,자산건전성 관리란 데이터를 추출하고 관리시스템을 이용하여 대손충당금을 산정한 후 산정된 충당금을 검증하고 그 결과를 분석하는 능력이다.,금융·보험,금융,금융영업지원,리스크관리,감독규정 | 감독규정 | 감독규정,기획능력 | 데이터 분석기술 | 데이터 분석기술,대응방안 제시를 위한 문제의식 | 데이터 추출에 필요한 분석적 사고 | 분석적 사고,데이터 분석
0803020918,스마트문화앱콘텐츠 마케팅,스마트문화앱콘텐츠 마케팅이란 개발된 스마트문화앱의 성공적인 판매 촉진을 위하여 마케팅을 실행하고 마케팅 성과를 관리하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,스마트문화앱콘텐츠제작,ROI등 성과측정 기법 및 분석에 관한 지식 | 가용예산 규모와 경쟁사 마케팅 활동 조사 자료에 대한 지식 | 고객만족도 조사방법에 관한 지식,경쟁사 및 유사업종 기술동향 분석 능력 | 경쟁사 및 유사업종 기술동향 분석 능력 | 고객군에 적합한 홍보 및 이벤트 기획 능력,객관적이고 종합적으로 분석하려는 태도 | 경쟁사 동향에 관한 각종 정보 수집에 대한 적극적인 태도 | 경쟁사 동향에 관한 각종 정보수집에 대한 적극적인 태도,데이터 분석
2002031501,부가통신응용중계서비스 기획,"부가통신응용중계서비스 기획이란 부가통신응용중계서비스 기획에 필요한 대내외 환경을 분석하고, 부가통신응용중계서비스 상품을 기획하며, 마케팅 기획을 수행하는 능력이다.",정보통신,통신기술,통신서비스,부가통신응용중계서비스,가격결정이론 | 고객관계 형성 및 유지에 관한 지식 | 고객에 대한 기본정보 및 고객이 속한 산업에 대한 지식,개인 및 조직성과 관리 능력 | 공급자와 대리점을 포함한 협력기업과의 관계분석 능력 | 마케팅 성과분석 기술,고객에게 가치를 제공하려는 자세 | 고객의 문제점을 적극적으로 파악하고 해결하려는 자세 | 고객의 요청을 적극적으로 수용하려는 자세,빅데이터
2001010514,빅데이터 분석 결과 평가,"빅데이터 분석 결과 평가란 선정된 빅데이터 분석 모델을 평가하기 위해평가 기준을 확인하고, 테스트 데이터로 분석 모델의 평가를 수행하는 능력이다.",정보통신,정보기술,정보기술전략·계획,빅데이터분석,군집분석 모델 평가 지표 | 군집분석 모델 평가 지표 | 기술통계법,군집분석 모델의 성능평가 활용 능력 | 군집분석 모델의 성능평가 활용 능력 | 데이터 분석 프로그램 활용 기술,관련 내용을 객관적으로 분석하려는 태도 | 관련 내용을 객관적으로 분석하려는 태도 | 논리적 사고와 판단을 적합한 지표를 식별하려는 자세,빅데이터
1402030417,공간빅데이터 서비스 프로그래밍,공간빅데이터 서비스 프로그래밍은 공간빅데이터를 위한 최적의 개발환경을 구축하고  공간·일반 빅데이터를 융합하여 목표 결과를 탐색·분석하는 서비스를 설계 및 구현하여 그 결과를 표현하는 능력이다.,건설,토목,측량·지리정보개발,공간정보융합서비스,공간빅데이터 분석 결과의 특징에 따른 시각화 기법 | 공간빅데이터 분석 및 설계 방법론 | 공간빅데이터 분석 플랫폼 유형과 작동 원리,공간빅데이터 분석 기법 및 활용 기술 | 공간빅데이터 서비스 도메인 분석 능력 | 공간빅데이터 서비스 연계 및 통합 기술,공간빅데이터 서비스에 대한 분석적 사고 | 공간빅데이터 처리 모델 및 서비스에 따른 최적 처리 방식 선정 의지 | 공간빅데이터의 다양한 기술을 상호 비교하고 적절한 대안을 제시하는자세,빅데이터
1901080414,산업용 네트워크 운영,산업용 네트워크 운영이란 산업용으로 사용되는 다양한 통신 방식과 프로토콜에 대한 검토를 통해 제어 대상을 효율적으로 제어할 수 있는 통신방식을 선정하고 제어시스템을 운영할 수 있는 능력이다.,전기·전자,전기,전기자동제어,자동제어시스템운영,HMI운영 관련지식 | OPC서버의 설치 및 운영 관련지식 | PLC 네트워크에 관한 지식,OPC운영 기술 | PLC 사용 네트워크 종류 판별 능력 | 데이터 모니터링 기술,네트워크의 불안정 요소를 해소시키려는 자세 | 다양하고 복잡한 네트워크를 표준화 하려는 적극적 태도 | 산업용 네트워크를 개선하려는 적극적인 태도,빅데이터
1406010307,부문별 특화설계,"부문별 특화설계란 기본구상을 구체화하고 지형설계, 경관설계, 특화구역설계, 방재계획을 세부적으로 발전시켜 도시설계(안)을 수립하는 능력이다.",건설,도시·교통,국토·도시계획,도시설계,"건축물, 공작물의 평면 및 입면구성 요건 | 건축설계 제한사항의 완화 가능 범위 | 건축정보모델(BIM) 시스템 지식","PF사업과 연계 능력 | 건축설계, 도시계획, 도시설계 연계 능력 | 건축설계의 제한사항을 완화 및 창의적인 건축설계 유도 능력","각종 제약 조건을 세밀하고 검토하고 분석하는 태도 | 과도한 규제를 지양하는 신중한 검토 자세 | 관련 법규, 조례, 지침의 준수",빅데이터
1903190104,혼합현실(MR)기반 협업시스템 UI/UX 설계,혼합현실(MR)기반 협업시스템 UI/UX 설계란 혼합현실(MR) UI/UX 개발을 위하여 요구사항 정의에 따라 시스템의 특성을 고려한 사용자 인터페이스의기능구조와 상호작용 등을 설계하는 능력이다.,전기·전자,전자기기개발,원격시스템개발,혼합현실(MR)기반협업시스템개발,HCI(Human Computer Interaction)에 대한 지식 | UI/UX 구현에 필요한 기능 리스트 도출 방법 | UI/UX 스토리보드 작성 방법,UI/UX 구현에 필요한 기능 리스트 도출 능력 | UI/UX 스토리보드 작성 기술 | UI/UX 시나리오 작성 기술,UI/UX 관점에서 요구사항을 적극적으로 검토하려는 태도 | 논리적 사고와 판단을 할 수 있는 태도 | 사용자 관점에서 생각하려는 태도,빅데이터
0301010203,고객접촉활동·관계형성,"고객접촉활동·관계형성이란, 거래 가능성을 예측하여 방문활동 우선순위를 정하고, 의사결정권자와의 면담을 추진하는 한편 더 나가서는 거래 성사의 밑거름이 되는 관계를 형성하는 능력이다.",금융·보험,금융,금융영업,기업영업,금융상품 | 기업회계기준 | 본점 지원체계,거래가능여부 판단 능력 | 고객관리 능력 | 금융상품에 대한 상담 능력,객관적으로 정보를 분석하려는 자세 | 관계 지속에 대한 적극적인 태도 | 관계형성을 위한 적극적인 태도,빅데이터
1903100604,광센서기기 시뮬레이션 분석,광센서기기 시뮬레이션 분석이란 규격을 검증하기 위해 분석 프로그램을선정하고 실행하여 최적화된 결과를 분석하는 능력이다.,전기·전자,전자기기개발,광기술개발,광센서기기개발,광센서기기의 성능에 관한 지식 | 광센서기기의 응용분야에 관한 지식 | 광센서기기의 특성에 대한 이해,광센서기기 분석 능력 | 분석 프로그램 사용 능력 | 설계 개선안 도출 능력,관련 부서와 적극적으로 협력하려는 자세 | 광센서기기의 특성을 구체적으로 파악하려는 적극적인 자세 | 기술적 문제에 적극적으로 대처하려는 자세,빅데이터
2001030503,IoT 플랫폼 운영·관리,"IoT 플랫폼 운영 관리란 IoT 플랫폼의 운영 현황을 파악하고, 기능 요소를분석하여 개선하고 관리하는 능력이다.",정보통신,정보기술,정보기술운영,IoT시스템운영·관리,COBIT(Control Objectives for Information and Related Technologies) | ISO/IEC 20000 국제표준 | ITIL(Information Technology Infrastructure Library),IoT 시스템 파악 능력 | IoT 시스템 파악 능력 | IoT 플랫폼 구성 정보 파악 능력,IoT 시스템 운영·관리 계획을 숙지하려는 자세 | IoT 플랫폼 현황을 파악하려는 적극적인 자세 | IoT 플랫폼을 적극적으로 분석하려는 자세,빅데이터
0402020102,평생교육 요구분석,"평생교육 요구분석이란 평생교육 프로그램 개발을 위하여 잠재적 학습자의 요구조사 계획수립, 조사도구 개발, 조사 실시와 결과를 분석하는 능력이다.",교육·자연·사회과학,평생교육,평생교육운영,평생교육프로그램 기획·개발·평가,교육요구 우선순위 결정 | 매핑기법 | 요구조사 도구 검증,계획서작성능력 | 매핑 실행능력 | 보고서 작성능력,"객관적, 분석적 사고 | 많은 정보를 참고하려는 태도 | 요구 대상자에 대한 윤리성",빅데이터
2001090310,스마트물류 보안안전 관리,스마트물류 보안안전 관리란 지능정보기술을 활용하여 스마트물류 활동전반에 대한 정보보안과 작업상 각종 안전을 관리하는 능력이다.,정보통신,정보기술,스마트물류,스마트물류통합관리,"개인정보보호 관련 법률 지식 | 스마트물류 설비, 기기에 대한 기본 지식 | 스마트물류 설비의 안전기준에 대한 지식",IT환경 설비운영 관리 능력 | 물류설비의 일반적인 안전사항 분석 기술 | 비상대책 매뉴얼 작성 능력,보안요구사항 준수 | 사전 예방 점점하려는 태도 | 사전 예방하려는 태도,빅데이터
2001010804,핀테크 서비스 기획,"핀테크 서비스 기획은 핀테크 비즈니스를 수행하기 위하여 핀테크 서비스목표를 수립하고, 서비스 요구사항을 파악하여 운영 계획을 수립하는 능력이다.",정보통신,정보기술,정보기술전략·계획,핀테크기술기획,IT 기술 동향 | IT 기술 동향 | UI/UX 구현 기법,SWOT 분석 기술 | UI/UX 기술 동향 분석 기술 | UX 설계 프레임워크 기술,객관적 업무 추진 태도 | 객관적 업무 추진 태도 | 객관적 업무 추진 태도,빅데이터
1802030105,의류유통 커뮤니케이션관리,"의류유통 커뮤니케이션관리는 취급하는 의류브랜드와 해당 유통업체의 중· 장기적 이미지 제고를 위해 커뮤니케이션 목표를 수립하여 실행하고,고객관계 관리를 수행하는 능력이다.",섬유·의복,패션,패션제품유통,의류유통관리,CRM과 빅데이터 활용 이론 | IMC(Integrated Marketing Communication) 이론 | 개인정보보호법에 대한 지식,고객관리 능력 | 고객응대 능력 | 물적 자원 관리 능력,경쟁사 커뮤니케이션 전략에 대한 관찰 태도 | 고객 불평 처리에 대한 적극적 태도 | 고객 지향적 태도,빅데이터
2404020404,사육관리 솔루션,"사육관리 솔루션이란 스마트양식장에서 선별, 수질관리, 사료관리, 방역관리를 통하여 양식장의 생산성 향상·경영관리효율성 제고·불확실성을 배제하는 능력이다.",농림어업,수산,양식,스마트양식,데이터베이스에 기록된 빅데이터 활용 지식 | 방역관리 요소별 관리지표 범위 지식 | 방역설비 운용 매뉴얼,"데이터베이스 사용, 관리 기술 | 방역설비 운용 기술 | 사용자 인터페이스 사용, 관리 기술",비상상황에 적절히 대응하려는 적극적인 의지 | 빈틈없는 방역관리 태도 | 사료활동에 대한 섬세한 관찰,빅데이터
2003020508,인터넷멀티미디어방송 방송정보운용,"방송정보운용이란 채널 및 프로그램 콘텐츠에 대한 관리와 송출 제어, 적합한 접근에 대한 인증관리 및 서비스에 대한 통계를 관리하는 능력이다.",정보통신,방송기술,방송플랫폼기술,인터넷멀티미디어방송,DNS에 대한 지식 | DVB(Digital Video Broadcasting) SI(Service Information) / PSIP(Programand System Information Protocol) 등 프로그램 및 시스템 정보 프로토콜 | IPTV 단말 프로비저닝 절차 규격,방송제어신호(PSI/SI) 송출 서버 긴급 복구 능력 | 방송제어신호(PSI/SI) 송출 서버 운용 능력 | 방송제어신호(PSI/SI) 송출 서버 유지보수 능력,분석적 태도 | 분석적 태도 | 분석적 태도,빅데이터
1408010209,해양공간정보활용,"해양공간정보활용이란 해양공간 정보자료를 수집하여 DB 구축, 도면화,분석을 수행하고 이를 통합하여 활용하는 능력이다.",건설,해양자원,해양환경조사,해양측량,"관계법령 해석 및 적용 능력 | 다양한 백업, 복구 방법 | 데이터베이스 구축에 대한 지식",DQL(Data Query Language)에 대한 이해 능력 | 기타 데이터 구축 기술에 대한 적용 기술 | 보고서 작성에 필요한 컴퓨터 활용기술,결과를 활용하기 위한 적극적 사고 | 계획수립을 위한 세심한 자세 | 고품질 자료를 취득하고자하는 성실한 태도,빅데이터
